ongress,number,bill_type,is_alive,current_status,committees, cosponsors, current_status_date, current_status_description, introduced_date, sponsor, sponsor_role,title_without_number
112,1782,house_bill,False,referred,,,2011-05-05,"This bill was introduced on May 5, 2011, in a previous session of Congress, but was not enacted.",2011-05-05,{},{},"To implement the recommendations of the report of the Government Accountability Office entitled “Opportunities to Reduce Potential Duplication in Government Programs, Save Tax Dollars, and Enhance Revenue”."
110,3916,house_bill,False,reported,,,2008-02-27,"This bill was introduced on February 27, 2008, in a previous session of Congress, but was not enacted.",2007-10-22,{},{},Border Security Technology Innovation Act of 2008
107,576,house_bill,False,referred,,,2001-02-13,"This bill was introduced on February 13, 2001, in a previous session of Congress, but was not enacted.",2001-02-13,{},{},"Defense Emergency Supplemental Appropriations Act, 2001"
110,3915,house_bill,False,pass_over_house,,,2007-11-15,"This bill was introduced in a previous session of Congress and was passed by the House on November 15, 2007 but was never passed by the Senate.",2007-10-22,{},{},Mortgage Reform and Anti-Predatory Lending Act of 2007
112,1527,house_bill,False,referred,,,2011-04-13,"This bill was introduced on April 13, 2011, in a previous session of Congress, but was not enacted.",2011-04-13,{},{},Taxpayer Receipt Act
107,571,house_bill,False,referred,,,2001-02-13,"This bill was introduced on February 13, 2001, in a previous session of Congress, but was not enacted.",2001-02-13,{},{},Airline Customer Notification Act
110,3910,house_bill,False,referred,,,2007-10-18,"This bill was introduced on October 18, 2007, in a previous session of Congress, but was not enacted.",2007-10-18,{},{},"To amend title 5, United States Code, to allow any Federal employee who has performed sufficient service to entitle such employee to the maximum annuity percentage allowable under the Civil Service Retirement System to terminate retirement deductions from pay."
112,1524,house_bill,False,referred,,,2011-04-13,"This bill was introduced on April 13, 2011, in a previous session of Congress, but was not enacted.",2011-04-13,{},{},Lead Act
111,3621,house_bill,False,referred,,,2009-09-22,"This bill was introduced on September 22, 2009, in a previous session of Congress, but was not enacted.",2009-09-22,{},{},Call Center Consumer’s Right to Know Act
112,1529,house_bill,False,referred,,,2011-04-13,"This bill was introduced on April 13, 2011, in a previous session of Congress, but was not enacted.",2011-04-13,{},{},Defense Sexual Trauma Response Oversight and Good Governance Act
112,1528,house_bill,False,referred,,,2011-04-13,"This bill was introduced on April 13, 2011, in a previous session of Congress, but was not enacted.",2011-04-13,{},{},Consumer Privacy Protection Act of 2011
110,3918,house_bill,False,referred,,,2007-10-22,"This bill was introduced on October 22, 2007, in a previous session of Congress, but was not enacted.",2007-10-22,{},{},Home Lead Safety Tax Credit Act of 2007
112,145,house_resolution,False,referred,,,2011-03-03,"This resolution was introduced on March 3, 2011, in a previous session of Congress, but was not enacted.",2011-03-03,{},{},Calling on the Government of Pakistan to release Raymond Davis.
111,3623,house_bill,False,referred,,,2009-09-22,"This bill was introduced on September 22, 2009, in a previous session of Congress, but was not enacted.",2009-09-22,{},{},"To amend the Food, Conservation, and Energy Act of 2008 to provide funding for successful claimants following a determination on the merits of Pigford claims related to racial discrimination by the Department of Agriculture."
111,1073,house_resolution,False,passed_simpleres,,,2010-05-26,"This simple resolution was agreed to on May 26, 2010. That is the end of the legislative process for a simple resolution.",2010-02-04,{},{},Supporting the goals and ideals of RV Centennial Celebration Month to recognize and honor 100 years of the enjoyment of recreational vehicles in the United States.
110,2069,house_bill,False,referred,,,2007-04-26,"This bill was introduced on April 26, 2007, in a previous session of Congress, but was not enacted.",2007-04-26,{},{},Save Our Climate Act of 2007
106,1965,house_bill,False,referred,,,1999-05-26,"This bill was introduced on May 26, 1999, in a previous session of Congress, but was not enacted.",1999-05-26,{},{},Asthma Act
111,424,senate_bill,False,referred,,,2009-02-12,"This bill was introduced on February 12, 2009, in a previous session of Congress, but was not enacted.",2009-02-12,{},{},Uniting American Families Act of 2009
106,1967,house_bill,False,referred,,,1999-05-26,"This bill was introduced on May 26, 1999, in a previous session of Congress, but was not enacted.",1999-05-26,{},{},NAFTA Impact Relief Act
110,6038,house_bill,False,referred,,,2008-05-13,"This bill was introduced on May 13, 2008, in a previous session of Congress, but was not enacted.",2008-05-13,{},{},Integrated Public Alert and Warning System Modernization Act of 2008
110,2061,house_bill,False,referred,,,2007-04-26,"This bill was introduced on April 26, 2007, in a previous session of Congress, but was not enacted.",2007-04-26,{},{},Predatory Mortgage Lending Practices Reduction Act
110,2060,house_bill,False,referred,,,2007-04-26,"This bill was introduced on April 26, 2007, in a previous session of Congress, but was not enacted.",2007-04-26,{},{},Internet Radio Equality Act
110,2062,house_bill,False,referred,,,2007-04-26,"This bill was introduced on April 26, 2007, in a previous session of Congress, but was not enacted.",2007-04-26,{},{},Iraq Troop Protection and Reduction Act of 2007
110,2065,house_bill,False,referred,,,2007-04-26,"This bill was introduced on April 26, 2007, in a previous session of Congress, but was not enacted.",2007-04-26,{},{},Medicare Drug Savings Through Choice Act of 2007
110,2066,house_bill,False,referred,,,2007-04-26,"This bill was introduced on April 26, 2007, in a previous session of Congress, but was not enacted.",2007-04-26,{},{},Medicaid Advanced Practice Nurses and Physician Assistants Access Act of 2007
109,5453,house_bill,False,referred,,,2006-05-23,"This bill was introduced on May 23, 2006, in a previous session of Congress, but was not enacted.",2006-05-23,{},{},To amend the Internal Revenue Code of 1986 to extend the excise tax credits for certain liquid fuel derived from coal.
109,2330,house_bill,False,referred,,,2005-05-12,"This bill was introduced on May 12, 2005, in a previous session of Congress, but was not enacted.",2005-05-12,{},{},Secure America and Orderly Immigration Act
109,5456,house_bill,False,referred,,,2006-05-23,"This bill was introduced on May 23, 2006, in a previous session of Congress, but was not enacted.",2006-05-23,{},{},Illegal Immigration Crisis Response Act of 2006
109,2335,house_bill,False,referred,,,2005-05-12,"This bill was introduced on May 12, 2005, in a previous session of Congress, but was not enacted.",2005-05-12,{},{},Meth-Endangered Children Protection Act of 2005
109,2339,house_bill,False,referred,,,2005-05-12,"This bill was introduced on May 12, 2005, in a previous session of Congress, but was not enacted.",2005-05-12,{},{},Totalization Agreement Congressional Approval Act of 2005
109,5458,house_bill,False,referred,,,2006-05-23,"This bill was introduced on May 23, 2006, in a previous session of Congress, but was not enacted.",2006-05-23,{},{},To provide for the National Science Foundation to make grants for the establishment of summer science and mathematics camps for middle school and high school students.
106,135,house_concurrent_resolution,False,referred,,,1999-06-16,"This resolution was introduced on June 16, 1999, in a previous session of Congress, but was not enacted.",1999-06-16,{},{},Expressing the sense of Congress with regard to preserving and expanding Medicare.
107,1910,house_bill,False,referred,,,2001-05-17,"This bill was introduced on May 17, 2001, in a previous session of Congress, but was not enacted.",2001-05-17,{},{},Nazi Benefits Termination Act of 2001
110,80,house_joint_resolution,False,referred,,,2008-04-16,"This resolution was introduced on April 16, 2008, in a previous session of Congress, but was not enacted.",2008-04-16,{},{},Proposing an amendment to the Constitution of the United States prohibiting the penalty of death.
110,85,house_joint_resolution,False,referred,,,2008-05-14,"This resolution was introduced on May 14, 2008, in a previous session of Congress, but was not enacted.",2008-05-14,{},{},Expressing the disfavor of the Congress regarding the proposed agreement for cooperation.
107,4181,house_bill,False,referred,,,2002-04-11,"This bill was introduced on April 11, 2002, in a previous session of Congress, but was not enacted.",2002-04-11,{},{},Vested Worker Protection Act of 2002
110,1565,house_bill,False,referred,,,2007-03-19,"This bill was introduced on March 19, 2007, in a previous session of Congress, but was not enacted.",2007-03-19,{},{},Leadership PAC Limitation Act
110,1567,house_bill,False,pass_over_house,,,2007-11-05,"This bill was introduced in a previous session of Congress and was passed by the House on November 5, 2007 but was never passed by the Senate.",2007-03-19,{},{},Stop Tuberculosis (TB) Now Act of 2007
110,1566,house_bill,False,referred,,,2007-03-19,"This bill was introduced on March 19, 2007, in a previous session of Congress, but was not enacted.",2007-03-19,{},{},Stevie Wonder Congressional Gold Medal Act
110,1561,house_bill,False,referred,,,2007-03-19,"This bill was introduced on March 19, 2007, in a previous session of Congress, but was not enacted.",2007-03-19,{},{},Enhancing Drug Safety and Innovation Act of 2007
111,36,house_resolution,False,referred,,,2009-01-08,"This resolution was introduced on January 8, 2009, in a previous session of Congress, but was not enacted.",2009-01-08,{},{},"Acknowledging the 40th anniversary of the election of Shirley Anita St. Hill Chisholm, the first African-American woman in Congress."
